conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0e438df-18fb-4d70-b661-09a4e879e0db,käyttää hengenpelastuslaitteita,released,skill/competence,sector-specific,,"Käyttää pelastusaluksia, niiden vesillelaskulaitteita ja järjestelyjä. Käyttää hengenpelastuslaitteita, kuten radiopelastuslaitteita, hätäradiomajakoita, SAR-vastaanottimia, pelastuspukuja ja lämpösuojaimia.",http://data.europa.eu/esco/skill/872c0ddb-f056-4f51-afac-fc3d6fae0f5b,käyttää lääkintälaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d12e9d68-84c5-444e-aa98-d36533bf03f6,toimia ITIL-ympäristössä,released,skill/competence,occupation-specific,,Käyttää asianmukaisesti ITIL-pohjaisia (Information Technology Infrastructure Library) palveluja.,http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,noudattaa toimintaohjeita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1455e46-2d0d-4661-86ab-3cb7a0c46d02,kirjata hätäpuhelutietoja sähköisesti,released,skill/competence,occupation-specific,,Tallentaa hätäkeskukseen soittajilta saadut tiedot tietokoneeseen myöhempää käsittelyä tai tietojen kirjaamista varten.,http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,dokumentoida ja tallentaa tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,hallita tietotekniikan käyttö,released,skill/competence,cross-sector,,"Käyttää tietokoneita, tietoteknisiä laitteita ja nykyaikaista teknologiaa tehokkaasti.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,käyttää ja analysoida digitaalista dataa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d181042e-c531-4461-af7c-4071c53418fe,kirjoittaa sähkölaitteilla,released,skill/competence,cross-sector,kirjoittaa sähköisillä laitteilla,"Kirjoittaa nopeasti ja virheettömästi sähkölaitteilla, kuten tietokoneilla, jotta tiedot voidaan syöttää nopeasti ja täsmällisesti.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,kirjata ja muuntaa tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1a86399-24d8-415f-98b9-e8cbb6b04a26,Unity (digitaalisten pelien luontijärjestelmät),released,knowledge,sector-specific,,"Pelimoottori Unity on ohjelmistokehys, joka koostuu integroiduista kehitysympäristöistä ja suunnitteluvälineistä. Suunniteltu tietokonepelien nopeaan suunnitteluun käyttäjälähtöisesti.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digitaalisten pelien luontijärjestelmät | audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,jaettujen hakemistojen tietopalvelut,released,knowledge,sector-specific,hakemistopalvelut | asentaa hakemistopalvelut | aktiivinen hakemisto | hakemistopalvelu | hakemistojen palvelut,"Hakemistopalvelut, joilla automatisoidaan tietoturvan, käyttäjätietojen ja hajautettujen resurssien hallinnointi verkossa ja voidaan käyttää tietokonejärjestelmän hakemistossa olevia tietoja.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1ed5b3a-cab5-4c5d-baf8-0214998b58fb,käyttää digitaaliteknologioita ottaen huomioon terveyttä ja hyvinvointia koskevat näkökohdat,released,skill/competence,cross-sector,,"Osata välttää terveysriskejä ja fyysiseen ja henkiseen hyvinvointiin kohdistuvia uhkia digitaalitekniikkaa käytettäessä. Osata suojella itseä ja muita vaaroilta (esim. verkkokiusaaminen), joita voi esiintyä digitaalisissa ympäristöissä. Olla tietoinen sosiaalista hyvinvointia ja sosiaalista osallisuutta edistävästä digitaaliteknologiasta.",http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,digitaalinen turvallisuus | noudattaa työsuojelumenettelyjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1fa702c-9ea8-4a60-bb76-5ca07c32b68c,valvoa videon laatua,released,skill/competence,occupation-specific,,Seurata audio- ja videosuunnittelun sekä editoinnin laatua ja edistymistä.,http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398 | http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae | http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,johtaa laadunvalvontaa | pitää yllä laatua | käyttää audiovisuaalisia laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,Joomla,released,knowledge,sector-specific,,"PHP-ohjelmointikielellä kirjoitettu avoimen lähdekoodin ohjelmistojärjestelmä, jota käytetään blogien, artikkelien, yritysten tai pienten yritysten verkkosivustojen, sosiaalisen median sisällön tai lehdistötiedotteiden laatimiseen, muokkaamiseen, julkaisemiseen ja arkistointiin.",http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e | http://data.europa.eu/esco/isced-f/0613,WebCMS | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15,käyttää funktionaalista ohjelmointia,released,skill/competence,sector-specific,,"Hyödyntää tieto- ja viestintätekniikan erikoisvälineitä, jotta voidaan luoda tietokonekoodeja, jotka käsittelevät laskentaa matemaattisina funktioina ja pyrkivät välttämään muuttuvia tietoja. Käyttää ohjelmointikieliä, joilla tuetaan tätä menetelmää, kuten LISP, PROLOG ja Haskell.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,hallinnoida pilvitietoja ja -tallennusta,released,skill/competence,sector-specific,,"Luoda pilvitietojen säilytys ja hallinnoida sitä. Tunnistaa tietosuojaa, salausta ja kapasiteettisuunnittelua koskevat tarpeet ja täyttää ne.
	",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77 | http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,hallita tietoa | hallita tietokantaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,ICT-salaus,released,knowledge,sector-specific,epäsymmetrinen salaus | kryptaus | symmetrinen salaus | SSL | ict-salaus | ssl | julkisen avaimen salaus | TLS,"Sähköisen tiedon muuntaminen muotoon, jonka ainoastaan valtuutetut osapuolet voivat lukea käyttäen keskeisiä salaustekniikoita, kuten julkisen avaimen salaustekniikkaa (PKI) ja Secure Socket Layer -teknologiaa (Secure Socket Layer, SSL).",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d38055cc-7c76-4e5e-90e7-5bb5d5851a92,koordinoida kyselykoodien jakamista S-mooditutkille,released,skill/competence,sector-specific,,"Varmistaa, että S-mooditutkajärjestelmät toimivat oikein ja turvallisesti. Varmistaa, että ne on määritetty niin, että kutakin tutkakuvaa vastaa kyselykoodi (IC).",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61,käyttää viestintälaitteita | käyttää tutkalaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3e36164-79aa-4f14-9a8c-d88d38f84ea0,tulkita automaattisen puhelunohjausjärjestelmän toteumatietoja,released,skill/competence,cross-sector,tulkita tietoja puhelujen automaattisesta kytkeytymisestä määrättyihin alanumeroihin,Tulkita puhelinohjausjärjestelmän tietoja. Puhelunohjausjärjestelmä välittää saapuvat puhelut tiettyihin pääteryhmiin.,http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29 | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"tulkita ajantasaista tietoa | arvioida järjestelmiä, ohjelmia, laitteita ja tuotteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758,yleinen tietosuoja-asetus,released,knowledge,sector-specific,,"Yleinen tietosuoja-asetus on EU:n asetus luonnollisten henkilöiden suojelusta henkilötietojen käsittelyssä sekä näiden tietojen vapaasta liikkuvuudesta.
	",http://data.europa.eu/esco/isced-f/0421,oikeustieteet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4789070-2ff7-4bbb-94ca-8bb1739826a9,tekijäohjelmisto,released,knowledge,cross-sector,,"Ohjelmistot, jotka sisältävät esiohjelmoituja elementtejä, jotka mahdollistavat vuorovaikutteisten multimediasovellusten kehittämisen julkaisujen muokkausta, rakennetta ja taittoa varten.",http://data.europa.eu/esco/isced-f/0611,tietotekniikan käyttö
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4ae4774-a81d-4255-8491-cade3580685a,Adobe Photoshop Lightroom,released,knowledge,sector-specific,,"Adobe Photoshop Lightroom on graafinen tieto- ja viestintätekninen työkalu, jolla voidaan digitaalisesti editoida ja koostaa kuvagrafiikkaa sekä tuottaa 2D-rasterigrafiikoita ja 2D-vektorigrafiikoita. Sen on kehittänyt ohjelmistoyritys Adobe.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,tietotekniikan käyttö | kuvankäsittelyohjelmat
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d503a629-9ac7-475f-8fd9-4cdcc14711cd,käyttää ICT-laitteita huoltotoimissa,released,skill/competence,occupation-specific,käyttää tieto- ja viestintäteknisiä laitteita huoltotoimissa,"Huoltaa tai korjata laitteita käyttämällä tietotekniikkalaitteita, kuten näyttöjä, hiiriä, näppäimistöjä, tallennuslaitteita, tulostimia tai skannereita.",http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,ratkaista tietokoneongelmia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d52426a8-e84f-4652-a655-7a6195381fcd,tunnistaa paikkatietojärjestelmän ongelmia,released,skill/competence,cross-sector,tunnistaa GIS-ongelmia,"Korostaa paikkatietojärjestelmän ongelmia, joihin on kiinnitettävä erityistä huomiota. Raportoida säännöllisesti näistä kysymyksistä ja niiden kehityksestä.",http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,ratkaista tietokoneongelmia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5464c09-f8b7-44b1-b216-db2bdc80dc17,käyttää jälleenmyynnin hallintajärjestelmää,released,skill/competence,sector-specific,,"Käyttää ja ylläpitää hallinnoinnin tietojärjestelmää, joka täyttää liiketoiminnan rahoituksen, myynnin, osien, varastojen ja hallinnollisten näkökohtien hallintaan liittyvät tarpeet.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,hallita tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d560df46-dda4-4407-bab2-b87353a96814,suunnitella ohjausjärjestelmiä,released,skill/competence,cross-sector,,"Kehittää laitteita, joilla käsketään ja hallitaan muita laitteita ja järjestelmiä, tekniikan ja elektroniikan periaatteiden mukaisesti.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56358e4-3bcc-4b5d-981d-ea15b2743e9e,laadunvalvontajärjestelmät,released,knowledge,sector-specific,,"Tuotteiden kehittämistä koskevien laatujärjestelmien tai -välineiden, kuten FMEA:n, DOE:n, PPAP:n ja APQP:n, tuntemus ja niihin liittyvä kokemus.",http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8 | http://data.europa.eu/esco/isced-f/0714 | http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae,valvontajärjestelmät | elektroniikka ja automatiikka | pitää yllä laatua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (tietokoneohjelmointi),released,knowledge,sector-specific,,"Ohjelmistokehityksen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja ohjelmointiparadigmojen laatiminen Scratch-ohjelmointikielellä.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,ohjelmisto- ja sovelluskehitys ja -analyysi | tietokoneohjelmointi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,prosessiperusteinen hallinta,released,knowledge,sector-specific,prosessipohjainen toimintamalli,"Prosessiperusteinen hallinta on menetelmä tieto- ja viestintäteknisten resurssien suunnittelua hallintaa ja valvontaa varten, jonka avulla voidaan saavuttaa tietyt tavoitteet ja käyttää hankehallinnon tietoteknisiä välineitä.",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,johto ja hallinto | ICT-projektinhallintamenetelmät
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,älykaupunkien ominaisuudet,released,knowledge,sector-specific,,"Massadatateknologioiden käyttö älykaupunkien yhteydessä sellaisten uudenlaisten ohjelmistoekosysteemien kehittämiseksi, joiden pohjalta voidaan luoda pitkälle kehittyneitä liikkumistoimintoja.
   ",http://data.europa.eu/esco/isced-f/0619,"tieto- ja viestintätekniikka (ict), muualle luokittelematon"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d68e8a54-7456-4f13-98d3-7aa0787fc6e2,käyttää järjestelykonetta,released,skill/competence,sector-specific,,"Asentaa ja valvoa koneita, jotka lajittelevat automaattisesti asiakirjojen eri sivut.",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,käyttää painatteiden ja valokuvien tuotannon laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19,digitaalisten osaamismerkkien tyypit,released,knowledge,cross-sector,,"Digitaalisten osaamismerkkien, kuten open badge -osaamismerkkien, tyypit ja ominaisuudet. Merkit tallentavat tietoa oppijoiden saavutuksista ja taidoista, minkä ansiosta useiden sidosryhmien on helpompaa todentaa ja hyväksyä nämä tiedot.
	",http://data.europa.eu/esco/isced-f/0188,"kasvatusalat, monialaiset koulutusohjelmat ja tutkinnot"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6c29154-9cc1-48a4-a2de-3d1d0d7f0831,julkaisustrategia,released,knowledge,sector-specific,sisällön julkaisun strategia | sisällön julkaisu | sisällönjulkaisu | sisällön julkaisustrategia | sisällön julkaisussa noudatettava strategia,"Menetelmät, säännöt, tiedotusvälineet ja välineet, joilla julkaistaan sisältöä sisällönhallintajärjestelmästä yksittäisen tiedotuskanavan kautta tai monessa eri mediassa yhtä aikaa.",http://data.europa.eu/esco/isced-f/0211 | http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32,audiovisuaaliset tekniikat ja mediatuotanto | sisällön kehitysprosessit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,ylläpitää tietokannan suorituskykyä,released,skill/competence,sector-specific,,"Laskea arvot tietokannan parametreille. Ottaa käyttöön uudet tietokantaversiot ja tehdä säännölliset ylläpitotoimet, kuten laatia varmuustallennusstrategiat ja ehkäistä hakemistorakenteiden sirpaloituminen.
   ",http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallita tietokantaa | hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5,ICT-verkkokaapelien rajoitukset,released,knowledge,sector-specific,ICT-verkoston johtojen rajoitukset | verkkokaapelien etäisyyteen ja eri kaapelityyppeihin liittyvät rajoitukset | ICT-verkkokaapelirajoitukset | ict-verkkokaapelirajoitukset | ICT-verkostojohtojen rajoitukset | ict-verkkokaapelien rajoitukset,"Erityyppisiin verkkojen toteuttamiseen käytettyihin kaapeleihin, kuten valokuitukaapeleihin, koaksiaalikaapeleihin ja Ethernet-kaapeleihin, liittyvät rajoitukset (esimerkiksi etäisyys- tai resistanssirajoitukset).",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d70701ca-d3be-44cb-963e-8e7142555144,siirtää potilastietoja,released,skill/competence,sector-specific,,Poimia tietoja potilasmuistiinpanoista ja syöttää ne tietokoneohjelmaan.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,ajatella kriittisesti | kirjata ja muuntaa tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d70cab7b-ad8c-4be8-84f0-c5f3f9501818,huoltaa mediaintegraatiolaitteita,released,skill/competence,occupation-specific,,"Tarkastaa ja korjata mediaintegraatiolaitteita ja ylläpitää niiden ohjelmistoja.
   ",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"huoltaa sähkö-, elektroniikka- ja tarkkuuslaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d81b58ba-52e4-45fa-9f7c-f59b87fa6041,kotiautomaatiojärjestelmät,released,knowledge,sector-specific,,"Muun muassa asuinkäytössä olevien älyrakennusten valaistus-, lämmitys- ja turvallisuussovellukset, joita voidaan hallita etäyhteyden välityksellä. Kotiautomaatiojärjestelmien tavoitteena on parantaa elämänlaatua taloissa ja rakennuksissa sekä myös lisätä vammaisten itsenäisyyttä ja edistää energiasäästöjä.
   ",http://data.europa.eu/esco/isced-f/0714,elektroniikka ja automatiikka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,luoda digitaalista sisältöä,released,skill/competence,transversal,,"Luoda ja muokata yksinkertaista digitaalista sisältöä tarvittaessa ohjatusti.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,työskennellä digitaalisten laitteiden ja sovellusten kanssa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d83e8dbd-257b-4aa9-abb5-e65924eb1797,työtuotosten sosiaalisessa mediassa jakamisen eettisyys,released,knowledge,sector-specific,teosten verkossa jakamiseen liittyvä etiikka,Ymmärrys työtuotosten jakamisen etiikasta sosiaalisen median kanavissa ja muissa viestintäkanavissa.,http://data.europa.eu/esco/isced-f/0223 | http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c,filosofia ja etiikka | sosiaalisen median hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d86595cb-0c68-4d98-aea8-32269da7eef5,käyttää skanneria,released,skill/competence,sector-specific,,Asentaa ja käyttää skanneria sekä siihen liittyvää laitteistoa ja ohjelmistoa.,http://data.europa.eu/esco/skill/84f73180-4a45-49f4-9140-cb49bbc29531 | http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,tehdä skannerin asetuksia | käyttää painatteiden ja valokuvien tuotannon laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8726a5a-0614-4dc6-ad03-cf5e3b3caaa5,soveltaa ICT-terminologiaa,released,skill/competence,sector-specific,ottaa käyttöön ICT-termistö | soveltaa ict-termistöä | soveltaa ICT-termejä | toteuttaa ict-termistöä käytännössä | soveltaa ict-terminologiaa | huolehtia yhdenmukaisesta termistöstä | soveltaa ICT-termistöä | soveltaa ict-termejä,Käyttää erityisiä tieto- ja viestintätekniikan termejä ja sanastoa systemaattisella ja johdonmukaisella tavalla dokumentointi- ja viestintätarkoituksiin.,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,harjoittaa teknistä tai akateemista kirjoittamista
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d87fe0be-9055-4a76-a444-e98b5bfad9d8,Taleo,released,knowledge,sector-specific,,"Taleo on verkko-oppimisympäristö, jonka avulla voi luoda, hallinnoida, järjestää ja toimittaa verkkokursseja tai- koulutusohjelmia sekä tulostaa niihin liittyviä raportteja.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834,tietokanta- ja verkkosuunnittelu ja -hallinta | oppimisen hallintajärjestelmät
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9,Android (mobiilikäyttöjärjestelmät),released,knowledge,sector-specific,,"Android-käyttöjärjestelmä koostuu mobiililaitteille suunniteltujen käyttöjärjestelmien ominaisuuksista, rajoituksista, arkkitehtuureista ja muista piirteistä.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,ohjelmisto- ja sovelluskehitys ja -analyysi | mobiilikäyttöjärjestelmät
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d89b9a3f-19bf-4b9b-9664-ed35924eb399,kerätä tietoja GPS-laitteilla,released,skill/competence,cross-sector,kerätä dataa GPS-laitteilla,Kerätä tietoja kentällä käyttämällä GPS-laitteita.,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872 | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,käyttää GPS-järjestelmiä | koota tietoa fyysisistä tai sähköisistä lähteistä | kerätä tietoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8ee0b01-3d33-4a32-a07c-6a107400cac0,tietokoneavusteinen vaatteiden suunnittelu,released,knowledge,sector-specific,,"Vaatteiden valmistusta varten kehitetyt ohjelmistot, joiden avulla voidaan luoda 2- tai 3-ulotteisia piirustuksia.",http://data.europa.eu/esco/isced-f/0723,"tekstiilitekniikka (vaatteet, jalkineet ja nahkatuotteet)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d908a818-70ef-419e-9d60-8f459114cb2f,käyttää sähköisiä palveluita,released,skill/competence,cross-sector,käyttää verkkopalveluita,"Käyttää julkisia ja yksityisiä verkkopalveluja, kuten sähköistä kaupankäyntiä, sähköisiä viranomaispalveluja, sähköisiä pankkipalveluja ja sähköisiä terveydenhuoltopalveluja.",http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,työskennellä tietokoneiden kanssa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d90bad2f-7fcc-4e85-a02f-ba4837732892,valokuvien jälkikäsittely,released,knowledge,cross-sector,,Valokuvien jälkikäsittelyssä käytettävien tietokoneohjelmistojen ja -tekniikoiden ominaisuudet.,http://data.europa.eu/esco/isced-f/0211,audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840,V2X-teknologiat,released,knowledge,sector-specific,,"Teknologia, jonka avulla ajoneuvot voivat olla yhteydessä muihin ympärillään oleviin ajoneuvoihin ja liikennejärjestelmäinfrastruktuureihin. Tämä teknologia koostuu kahdesta osasta: ajoneuvojen välinen (vehicle-to-vehicle, V2V) osa, jonka avulla ajoneuvot voivat olla yhteydessä toisiinsa, sekä ajoneuvon ja infrastruktuurin välinen (vehicle-to-infrastructure, V2I) osa, jonka avulla ajoneuvot voivat olla yhteydessä ulkoisiin järjestelmiin, kuten katuvaloihin, rakennuksiin sekä pyöräilijöihin tai jalankulkijoihin.
	",http://data.europa.eu/esco/isced-f/0619,"tieto- ja viestintätekniikka (ict), muualle luokittelematon"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,tehdä koneen ohjausasetuksia,released,skill/competence,cross-sector,,"Tehdä koneeseen tarvittavat asetukset syöttämällä (tietokoneen) ohjauspaneeliin asianmukaiset tiedot ja syötteet, jotka koskevat käsiteltävää tuotetta, ja antaa koneelle asetuksiin perustuvia toimintakomentoja.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,käyttää digitaalisia välineitä koneiden ohjaukseen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,released,knowledge,sector-specific,,"Teradata Database on Teradata Corporationin kehittämä työkalu, jolla voidaan luoda, päivittää ja hallinnoida tietokantoja",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,tietokanta- ja verkkosuunnittelu ja -hallinta | tietokannan hallintajärjestelmät
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,analysoida verkon kaistanleveysvaatimuksia,released,skill/competence,sector-specific,analysoida teleliikenneverkon vaatimukset | analysoida verkon kaistanleveyden vaatimukset | analysoida televiestintäjärjestelmän vaatimukset | mitata verkon kaistanleveysvaatimukset | analysoida verkon kaistanleveysvaatimukset,"Tutkia vaatimukset, jotka koskevat tietoverkon tai muun televiestintäjärjestelmän siirtokapasiteettia.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,asentaa tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,Lean-projektinhallinta,released,knowledge,sector-specific,Lean-projektijohtaminen | Lean-periaatteiden mukainen projektinhallinta,"Lean-projektinhallinta on menetelmä tieto- ja viestintäteknisen resurssien suunnittelua, hallintaa ja valvontaa varten, jonka avulla voidaan saavuttaa tietyt tavoitteet ja käyttää hankehallinnon tietoteknisiä välineitä.",http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0413,ICT-projektinhallintamenetelmät | johto ja hallinto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,hallinnoida avoimia julkaisuja,released,skill/competence,cross-sector,,"Tuntea avointa julkaisemista koskevia strategioita, osata käyttää tietotekniikkaa tutkimuksen tukena ja tuntea CRIS-järjestelmien (nykyiset tutkimustietojärjestelmät) ja institutionaalisten tietovarastojen kehittämistä ja hallinnointia. Antaa lisensointia ja tekijänoikeuksia koskevaa neuvontaa, käyttää bibliometrisiä indikaattoreita sekä mitata tutkimuksen vaikutuksia ja raportoida niitä.
    ",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,käyttää digitaalisia välineitä yhteistyössä ja tuottavuudessa
