conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,released,knowledge,sector-specific,,"Ohjelmiston kehittelyä koskevat tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja kääntäminen, Haskell-ohjelmointikielellä.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,tietokoneohjelmointi | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,inkrementaalinen kehittäminen,released,knowledge,sector-specific,vaiheittainen kehitys | vähittäinen kehittäminen | inkrementaalinen kehitys | vaiheittainen kehittäminen,Inkrementaalinen kehittäminen on ohjelmistojärjestelmien ja sovellusten suunnittelumenetelmä.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,ICT-projektinhallintamenetelmät | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,released,knowledge,sector-specific,,"KDevelop on ohjelmistovalikoima, jonka avulla voidaan kirjoittaa ohjelmia, kuten kääntäjiä, ohjelmankorjausohjelmia ja koodieditoreita, yhtenäisessä käyttöliittymässä Sen on kehittänyt ohjelmistoyhteisö KDE.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,tietokanta- ja verkkosuunnittelu ja -hallinta | integroidun kehitysympäristön ohjelmisto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,Absorb (oppimisen hallintajärjestelmät),released,knowledge,sector-specific,,"Oppimisjärjestelmä Absorb on verkko-oppimisfoorumi, jonka avulla voidaan luoda, hallinnoida ja toteuttaa sähköisen oppimisen kursseja tai koulutusohjelmia keskiasteen oppilaitosten opiskelijoille.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,oppimisen hallintajärjestelmät | tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,siirtää nykyiset tiedot,released,skill/competence,sector-specific,,"Siirto- ja muuntomenetelmien soveltaminen nykyisiin tietoihin, jotta tietoja voidaan siirtää tai muuntaa formaattien, tallennus- tai tietokonejärjestelmien välillä.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,määritellä tietokannan fyysinen rakenne,released,skill/competence,sector-specific,määritellä tietokannan fyysinen muistivälinerakenne | määritellä tietokannan tallennusvälineiden rakenne | määritellä tietokannan fyysisen muistin rakenne | määritellä tietokannan fyysisten muistivälineiden rakenne | määritellä tietokannan fyysinen muistirakenne,"Tietyllä viestintävälineellä olevien tietokantojen fyysisen konfiguraation määrittäminen. Tämä koostuu hakemistovaihtoehtojen yksityiskohtaisista eritelmistä, tietotyypeistä ja tietoalkioista, jotka on asetettu tietosanakirjaan.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,released,knowledge,sector-specific,,"Maltego on rikostekninen sovellus, jonka avulla tuotetaan tietoa organisaatioiden toimintaympäristöstä, testataan järjestelmän turvallisuuspuutteet mahdollisen luvattoman käytön varalta ja osoitetaan infrastruktuurin puutteellinen toiminta.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,penetraatiotestaustyökalu | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,käyttää radiolaitteita,released,skill/competence,cross-sector,,"Radiolaitteen ja sen lisälaitteiden, kuten lähetyskonsolien, vahvistimien ja mikrofonien, asentaminen ja käyttö. Radio-operaattorien kielen perusteiden ymmärtäminen ja tarvittaessa ohjeiden antaminen radiolaitteiden asianmukaisesta käsittelystä.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235,käyttää viestintälaitteita | koordinoida etäviestintää
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,released,knowledge,sector-specific,,"Ohjelmistokehityksen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja kääntäminen, Erlang-ohjelmointikielellä.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,ohjelmisto- ja sovelluskehitys ja -analyysi | tietokoneohjelmointi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,hallita ICT-tietojen luokittelua,released,skill/competence,sector-specific,,Organisaation tietojensa järjestämisessä käyttämän luokitusjärjestelmän valvonta. Kuhunkin tieto-käsitteeseen tai kattavaan osaan liittyvien käsitteiden osoittaminen omistajalle ja kunkin tietoerän arvon määrittäminen.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,"hallinnoida, koota ja tallentaa digitaalista tietoa | hallita ICT-tietojen arkkitehtuuria"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,tiedon rakenne,released,knowledge,sector-specific,,"Infrastruktuurityyppi, joka määrittelee tietojen muodon: osittain jäsennelty, jäsentelemätön tai jäsennelty.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,hallita väliaikaisia ICT-verkkoja live-esityksiä varten,released,skill/competence,occupation-specific,,"Hallita ohjaussignaalien jakeluun tarkoitettujen verkkojen määritystä esittävien taiteiden ja tapahtuma-alan käyttötarkoituksia varten. Koordinoida toimintaa eri käyttäjien kanssa. Määritellä ja koota laitteet, johdot ja yhteydet. Konfiguroida, testata ja seurata laitteita ja verkon toimintaa. Ohjaussignaaleja ovat esimerkiksi DMX, RDM, MIDI, aikakoodi sekä seuranta- ja sijaintitiedot, mutta myös ääni-, video- ja sijaintisignaalit.
   ",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,asentaa tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,pysyä ajan tasalla teollisten prosessien digitaalisista muutoksista,released,skill/competence,sector-specific,,"Ajan tasalla pysyminen teollisiin prosesseihin sovellettavista digitaalisista innovaatioista. Näiden muutosten yhdistäminen yrityksen prosesseihin, joiden tavoitteena ovat kilpailukykyiset ja kannattavat liiketoimintamallit.",http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,seurata asiantuntemuksen kehittymistä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,asentaa toimistolaitteita,released,skill/competence,occupation-specific,,"Toimistolaitteiden, kuten modeemien, skannerien ja tulostimien, liittäminen sähköverkkoon ja sähköliitäntöjen tekeminen vaarallisten potentiaalierojen välttämiseksi. Laitoksen asianmukaisen toiminnan testaaminen. Asetusten seuranta ja laitteen valmistelu käyttöä varten.",http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,hoitaa yleisiä toimisto- ja hallintotehtäviä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS-kieli,released,knowledge,sector-specific,,"Ohjelmistokehityksen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja kääntäminen, SAS-ohjelmointikielellä.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,ohjelmisto- ja sovelluskehitys ja -analyysi | tietokoneohjelmointi | SAS-ohjelmisto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,käyttää sovelluskohtaisia käyttöliittymiä,released,skill/competence,sector-specific,,Erityisesti sovellusta tai käyttötapausta koskevien käyttöliittymien käyttäminen.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,työskennellä tietokoneiden kanssa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,suunnitella sähköjärjestelmiä,released,skill/competence,cross-sector,,"Luonnosten laatiminen ja sähköjärjestelmien, tuotteiden ja komponenttien suunnittelu tietokoneavusteisilla suunnitteluohjelmilla ja -laitteilla. Ohjauspaneelien järjestelykaavioiden, sähköjärjestelmäkaavioiden, sähköasennusten kytkentäkaavioiden ja muiden kokoonpanon yksityiskohtien laatiminen.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,määritellä palomuurisäännöt,released,skill/competence,sector-specific,,"Sääntöjen määrittäminen sellaisten osatekijöiden osalta, joiden tarkoituksena on rajoittaa verkkojen tai tietyn verkon ja internetin käyttömahdollisuuksia.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,suojata tieto- ja viestintäteknisiä laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,käyttää varastotietojärjestelmiä,released,skill/competence,sector-specific,,"Tuotteen, pakkauksen ja muiden tietojen rekisteröintiin erityisissä muodoissa ja rekisterityypeissä käytettävien järjestelmien käyttäminen.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,suorittaa varastointitoimintoja | ylläpitää operatiivisia tietoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,"CryEngine-pelimoottori on ohjelmistokehys, joka koostuu integroiduista kehitysympäristöistä ja erikoissuunnitteluvälineistä. Se on tarkoitettu käyttäjäpohjaisten tietokonepelien nopeaan iteraatioon.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digitaalisten pelien luontijärjestelmät | audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,suunnitella jalkineiden anturoita tietokoneavusteisesti,released,skill/competence,sector-specific,,Lestien digitointi ja skannaus. Työskentely eri CAD-järjestelmillä. Anturoiden 3D-mallien tuottaminen ja tietokoneavusteisten 2D-mallien luominen. Kokosarjojen luokittelu ja luominen. Valmistusta koskevien teknisten eritelmien laatiminen. Tietokoneavusteisten 2D- ja 3D-mallien ja muottien teknisten piirrosten tuottaminen vulkanoituja ja injektoituja anturoita varten. Virtuaalisten mallien tiedostojen vieminen 3D-tulostimiin tai CAM- tai CNC-järjestelmiin.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,käyttää tietokoneavusteisia suunnittelu- ja piirustustyökaluja | käyttää tietokoneavusteisia suunnitteluohjelmia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,luoda 3D-ympäristöjä,released,skill/competence,sector-specific,,"Tietokoneella tuotetun 3D-esityksen kehittäminen puitteista, esimerkiksi simuloidusta ympäristöstä, jossa käyttäjät ovat vuorovaikutuksessa.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"käyttää 3D-tietokonegrafiikkaohjelmistoa | suunnitella teollisia materiaaleja, järjestelmiä tai tuotteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,analysoida verkossa olevaa tietoa,released,skill/competence,cross-sector,tehdä verkkodataa koskeva analyysi,"Verkkokokemusten ja verkossa olevan tiedon analysoiminen käyttäjien käyttäytymisen, verkkokiinnostuksen laukaisevien tekijöiden ja muiden sellaisten tekijöiden selvittämiseksi, joilla voitaisiin optimoida verkkosivuston kehittämistä ja kiinnostavuutta.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"käsitellä laadullisia tietoja | analysoida tietoja | hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,hallita IT-tietoturvan vaatimustenmukaisuutta,released,skill/competence,sector-specific,,"Opas asiaankuuluvien alan standardien, parhaiden käytäntöjen ja oikeudellisten vaatimusten soveltamiseen ja täyttämiseen.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,digitaalisen sisällön avainsanat,released,knowledge,sector-specific,,Digitaaliset välineet avainsanatutkimusta varten. Tiedonhakujärjestelmissä yksilöidään asiakirjan sisältö avainsanojen ja metatietojen pohjalta.,http://data.europa.eu/esco/isced-f/0611,tietotekniikan käyttö
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,mallintaa lääkinnällisiä laitteita,released,skill/competence,sector-specific,,"Mallintaa ja simuloida lääkinnällisiä laitteita teknisen suunnittelun ohjelmistoja käyttäen.
   ",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,käyttää tietokoneavusteisia suunnittelu- ja piirustustyökaluja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,käyttää kokemuskarttaa,released,skill/competence,sector-specific,,"Kaikkien niiden vuorovaikutusten ja kosketuspisteiden selvittäminen, joita ihmisillä on tuotteen, tuotemerkin tai palvelun kanssa. Keskeisten muuttujien, kuten kaikkien kosketuspisteiden keston ja tiheyden määrittäminen.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,tekstitysohjelma,released,knowledge,occupation-specific,,"Eri ohjelmistot, joilla laaditaan kuvatekstit ja tekstitykset tiedostoon, joka yhdistetään kuva-aineistoon. Tällaisia ohjelmistoja ovat esimerkiksi Telestream ja MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalisoida tietoja,released,skill/competence,sector-specific,valmistella tiedot | normalisoida tiedot | suorittaa tietojen esikäsittely | valmistella tietoja | normalisoida dataa,"Tietojen pelkistäminen niiden tarkkaan ydinmuotoon (tavanomaiset muodot) tulosten saavuttamiseksi, esimerkiksi riippuvuuden vähentämiseksi, päällekkäisyyden välttämiseksi ja johdonmukaisuuden lisäämiseksi.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,"hallinnoida, koota ja tallentaa digitaalista tietoa | perustaa tietoprosesseja"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,luoda prototyyppejä käyttäjäkokemusratkaisuista,released,skill/competence,sector-specific,testata käyttäjien kokemuksia | ux | UX | testata käyttäjäkokemuksia | käyttäjäkokemustestaus,"Mallien, prototyyppien ja virtausten suunnittelu ja valmistelu, jotta voidaan testata käyttäjäkokemusratkaisuja tai kerätä palautetta käyttäjiltä, asiakkailta, kumppaneilta tai sidosryhmiltä.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,hallita tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,soveltaa organisaation sisäisiä käytäntöjä,released,skill/competence,cross-sector,,"Teknologisten järjestelmien, kuten ohjelmistojärjestelmien, verkkojärjestelmien ja televiestintäjärjestelmien, kehittämiseen ja sisäiseen ja ulkoiseen käyttöön liittyvien organisaation sisäisten käytäntöjen toteuttaminen, jotta voidaan saavuttaa organisaation tehokasta toimintaa ja kasvua koskevat päämäärät ja tavoitteet.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,osoittaa lojaaliutensa | noudattaa toimintaohjeita | soveltaa yhtiön käytäntöjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,ehdottaa ICT-ratkaisuja liiketoimintaongelmiin,released,skill/competence,cross-sector,ehdottaa teknisiä ratkaisuja liiketoimintaongelmiin | ehdottaa ict-ratkaisuja liiketoimintaongelmiin | kehittää ICT-ratkaisuja liiketoimintaongelmiin | kehittää ict-ratkaisuja liiketoimintaongelmiin | ehdottaa yrityksen prosesseja parantavia ICT-ratkaisuja,"Ehdotus siitä, miten liiketoimintakysymyksiä voitaisiin ratkaista tieto- ja viestintätekniikan avulla, jotta liiketoimintaprosessit paranisivat.",http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,ratkaista ongelmia | suunnitella tieto- ja viestintäteknisiä järjestelmiä tai sovelluksia | kehittää ongelmanratkaisukeinoja | ratkaista teknisiä ongelmia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,laskea korjaustöiden hinta,released,skill/competence,sector-specific,laskea remonttien hinta,Korjaustöiden materiaali- ja työvoimakustannusten laskeminen; asianmukaisten tietokoneohjelmien ymmärtäminen.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,tehdä laskelmia | arvioida toimintakustannuksia | arvioida resurssitarpeet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,käyttää mediaintegraatiojärjestelmiä,released,skill/competence,occupation-specific,,"Käyttää mediaintegraatiojärjestelmää esittävien taiteiden ja tapahtuma-alan käyttötarkoituksiin asennuksen, konfiguroinnin, harjoitusten ja live-esitysten aikana.
   ",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,käyttää audiovisuaalisia laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,"WizIQ-tietokoneohjelma on verkko-oppimisalusta, jossa kehitetään, hallinnoidaan, järjestetään, raportoidaan ja toimitetaan verkko-opiskelukursseja tai koulutusohjelmia.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,oppimisen hallintajärjestelmät | tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,hallinnoida ICT-järjestelmää,released,skill/competence,sector-specific,hallinnoida järjestelmää | toimia ICT-järjestelmän pääkäyttäjänä | toimia ict-järjestelmän pääkäyttäjänä | hallinnoida ict-järjestelmää | hallinnoida verkkoa ja järjestelmää,"Tieto- ja viestintätekniikkajärjestelmän osien käsittely niin, että ylläpidetään konfiguraatiota, hallinnoidaan käyttäjiä, seurataan resurssien käyttöä, luodaan varmuuskopioita ja asennetaan laitteistoja tai ohjelmistoja asetettujen vaatimusten täyttämiseksi.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20 | http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,asentaa tietokonejärjestelmiä | ylläpitää ICT-järjestelmää
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,hallita tutkimustietoa,released,skill/competence,cross-sector,,"Tuottaa ja analysoida kvalitatiivisilla ja kvantitatiivisilla tutkimusmenetelmillä saatua tieteellistä tietoa. Tallentaa ja ylläpitää tietoja tutkimustietokannoissa. Tukea tieteellisen tiedon uudelleenkäyttöä ja tuntea avoimen datan hallinnan periaatteet.
    ",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,hallita tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,digitaalipainatus,released,knowledge,sector-specific,,"Tekniikka, joka mahdollistaa digitoidun kuvan painatuksen suoraan erilaisiin materiaaleihin lähinnä mustesuihku- tai lasertulostimella.",http://data.europa.eu/esco/isced-f/0211,audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (penetraatiotestaustyökalu),released,knowledge,sector-specific,,"Tietokoneohjelmistotyökalu Cain ja Abel on salasanojen murtotyökalu, joka testaa Microsoft-käyttöjärjestelmän turvallisuuteen liittyviä heikkouksia ja mahdollista luvatonta pääsyä järjestelmän tietoihin. Työkalu dekoodaa, purkaa salauksen ja paljastaa salasanoja esimerkiksi väsytyshyökkäyksillä, kryptoanalyysillä, verkon datavirtauksen monitoroinnilla ja protokollien analyysillä.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,penetraatiotestaustyökalu | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,järjestelmän kehityksen elinkaari,released,knowledge,cross-sector,sovellusten kehityksen elinkaari | järjestelmänkehityksen vaiheet | sovelluskehityksen elinkaari | järjestelmänkehityksen elinkaari | järjestelmän elinkaaren hallinta,"Vaiheet, kuten järjestelmän suunnittelu, luominen, testaaminen ja käyttöönotto, sekä järjestelmän kehittämis- ja elinkaarihallinnan mallit.",http://data.europa.eu/esco/isced-f/0613,ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,toiminnanohjausjärjestelmiin liittyvät kuljetusohjelmistot,released,knowledge,cross-sector,,"Liikkeenjohdon ohjelmistot, joilla kerätään, hallitaan ja tulkitaan tietoja, jotka liittyvät toimitukseen, maksamiseen, inventointiin, kuljetukseen ja jakeluun.",http://data.europa.eu/esco/isced-f/0413,johto ja hallinto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,käyttää automaattista prosessinohjausta,released,skill/competence,cross-sector,,Prosessinhallinta- tai automaatiojärjestelmän käyttäminen automaattiseen tuotantoprosessin ohjaamiseen.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,käyttää teollisia tarkkuuslaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,hallita ICT-muutospyyntöprosesseja,released,skill/competence,sector-specific,,"Tieto- ja viestintätekniikan muutospyyntöä koskevan kannustimen erittely ilmoittamalla, mitkä muutokset järjestelmässä on toteutettava ja pantava täytäntöön tai valvomalla sen toteuttamista.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,johtaa operatiivista toimintaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,käyttää käyttöliittymän kuvauskieltä,released,skill/competence,occupation-specific,,Erityiskielen käyttäminen kuvaamaan ohjelmistokomponenttien tai ohjelmien välistä liitäntää ohjelmointikielestä riippumattomasti. Tätä menetelmää tukevat kielet ovat muun muassa CORBA ja WSDL.,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,suunnitella komponenttien käyttöliittymiä | suunnitella sovellusten rajapinnat | ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,suunnitella pilveen siirtyminen,released,skill/competence,sector-specific,,"Valita nykyiset työtehtävät ja prosessit mahdollista pilveen siirtymistä varten sekä lisäksi siirtotyökalut. Määrittää uusi pilviarkkitehtuuri nykyiselle ratkaisulle ja suunnitella strategia nykyisten työtehtävien pilveen siirtymistä varten.
	",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,hallita ICT-järjestelmän muutoksia | työskennellä tietokoneiden kanssa
